age,attrition_status,business_travel_frequency,daily_rate,department,distance_from_home,education_level,education_field,employee_id,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,companies_worked_count,over_time,salary_hike_percent,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_sessions_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,age_group,salary_band,experience_level,promotion_due,income_per_year_experience,employee_tenure_category,attrition_risk_score
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1495,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0,Young Professional,Low Income,Junior,No,2033.0,New Employee,Low Risk
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1496,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2,Mid Career,High Income,Senior,No,638.06,New Employee,Medium Risk
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4,Early Career,Medium Income,Mid-Level,No,862.0,Experienced Employee,Low Risk
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3,Early Career,Low Income,Mid-Level,No,344.0,Established Employee,Low Risk
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1501,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Yes,16,3,2,0,4,2,3,3,2,1,2,Senior Professional,Low Income,Junior,No,1008.75,Established Employee,Low Risk
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1502,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,No,11,3,4,0,8,5,3,5,4,0,2,Early Career,Low Income,Mid-Level,No,479.75,Established Employee,Low Risk
47,No,Travel_Rarely,571,Sales,14,3,Medical,1503,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2,Senior Professional,Low Income,Senior,No,417.36,Established Employee,Medium Risk
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1504,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,0,Early Career,Low Income,Mid-Level,No,320.12,New Employee,Medium Risk
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1506,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0,Early Career,Low Income,Junior,No,1563.0,New Employee,Low Risk
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1507,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,No,14,3,4,0,5,5,3,4,2,1,3,Early Career,Low Income,Junior,No,979.6,Established Employee,Low Risk
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1509,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,No,25,4,1,1,10,3,3,3,2,1,2,Senior Professional,Low Income,Mid-Level,No,478.9,Established Employee,Low Risk
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1513,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,No,13,3,3,3,4,3,3,3,2,0,2,Early Career,Low Income,Junior,No,795.0,Established Employee,Low Risk
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1514,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7,Early Career,Medium Income,Mid-Level,No,818.62,Experienced Employee,Medium Risk
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1515,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0,Early Career,Medium Income,Senior,No,456.29,New Employee,Low Risk
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1516,3,Male,64,3,3,Manager,4,Single,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0,Early Career,High Income,Mid-Level,No,1124.4,Established Employee,Low Risk
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1520,2,Female,87,3,4,Manager,4,Divorced,16032,24456,3,No,20,4,1,1,26,2,3,14,9,1,12,Senior Professional,High Income,Expert,No,616.62,Veteran Employee,Low Risk
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1522,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,No,13,3,3,0,11,2,1,9,7,0,7,Early Career,Low Income,Senior,No,214.73,Experienced Employee,Medium Risk
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1523,4,Male,32,3,4,Research Director,1,Married,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17,Mid Career,High Income,Expert,Yes,680.33,Veteran Employee,Medium Risk
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1525,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2,Mid Career,Medium Income,Mid-Level,No,930.67,New Employee,Low Risk
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1527,3,Female,51,3,4,Manager,2,Married,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1,Senior Professional,High Income,Expert,Yes,722.0,Veteran Employee,Medium Risk
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1529,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3,Early Career,Medium Income,Senior,No,782.36,Veteran Employee,Medium Risk
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1533,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,No,14,3,2,0,5,2,3,4,3,1,2,Young Professional,Low Income,Junior,No,454.4,Established Employee,Low Risk
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1534,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0,Mid Career,Low Income,Senior,No,134.53,Established Employee,Medium Risk
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1535,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6,Early Career,Medium Income,Mid-Level,Yes,708.3,Experienced Employee,Medium Risk
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7,Early Career,Low Income,Mid-Level,Yes,583.43,Experienced Employee,Medium Risk
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1539,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,Senior Professional,High Income,Expert,Yes,450.34,Veteran Employee,Medium Risk
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1541,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,Early Career,Low Income,Senior,Yes,192.33,Veteran Employee,Medium Risk
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1542,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,Mid Career,Low Income,Junior,No,1210.25,New Employee,Low Risk
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,Mid Career,Low Income,Mid-Level,No,428.5,Experienced Employee,Low Risk
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,Early Career,Medium Income,Mid-Level,No,1079.44,Experienced Employee,Low Risk
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2,Early Career,Low Income,Junior,No,864.0,Established Employee,Low Risk
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,Mid Career,Low Income,Mid-Level,No,266.5,Established Employee,Low Risk
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1547,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,Mid Career,High Income,Expert,Yes,421.83,Veteran Employee,Medium Risk
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,Mid Career,Medium Income,Mid-Level,Yes,608.11,Experienced Employee,Medium Risk
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1549,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,Early Career,Medium Income,Senior,Yes,347.13,Veteran Employee,Medium Risk
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,Mid Career,High Income,Expert,Yes,782.71,Veteran Employee,Medium Risk
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,Young Professional,Low Income,Junior,No,1148.0,New Employee,Low Risk
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,Mid Career,Low Income,Mid-Level,No,508.62,New Employee,Low Risk
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,Mid Career,Medium Income,Mid-Level,Yes,744.1,Experienced Employee,Medium Risk
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,Early Career,Low Income,Mid-Level,No,405.0,Established Employee,Low Risk
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1555,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,Early Career,Medium Income,Senior,No,489.83,Experienced Employee,Low Risk
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,Mid Career,Low Income,Mid-Level,No,377.71,Established Employee,Medium Risk
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,Senior Professional,Medium Income,Senior,Yes,357.72,Experienced Employee,Low Risk
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,Early Career,Low Income,Junior,No,490.2,New Employee,Low Risk
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,Early Career,Medium Income,Mid-Level,No,799.0,New Employee,Medium Risk
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,Early Career,Medium Income,Mid-Level,Yes,971.4,Experienced Employee,Medium Risk
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,Mid Career,Medium Income,Mid-Level,No,607.7,Experienced Employee,Low Risk
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,Early Career,Low Income,Junior,No,816.67,Established Employee,Low Risk
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,Early Career,Medium Income,Mid-Level,No,1027.78,Established Employee,Low Risk
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,Early Career,Low Income,Junior,No,2074.0,New Employee,Medium Risk
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,Senior Professional,High Income,Expert,No,299.09,Veteran Employee,Low Risk
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,Mid Career,Low Income,Mid-Level,No,693.57,Established Employee,Low Risk
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,Early Career,Low Income,Mid-Level,No,454.11,Experienced Employee,Medium Risk
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,Senior Professional,Low Income,Mid-Level,Yes,236.7,Experienced Employee,Medium Risk
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,Early Career,Low Income,Junior,No,2972.0,New Employee,Low Risk
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,Senior Professional,High Income,Expert,No,544.06,Veteran Employee,Low Risk
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,Early Career,Medium Income,Mid-Level,No,609.33,New Employee,Low Risk
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,Early Career,Low Income,Junior,No,2061.0,New Employee,Low Risk
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,Mid Career,Medium Income,Mid-Level,Yes,992.4,Experienced Employee,Medium Risk
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,Mid Career,Low Income,Mid-Level,No,524.75,Established Employee,Low Risk
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,Mid Career,Medium Income,Senior,No,454.33,New Employee,Low Risk
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,Early Career,Low Income,Mid-Level,No,472.3,Experienced Employee,Medium Risk
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,Early Career,Medium Income,Mid-Level,No,614.2,Established Employee,Low Risk
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,Mid Career,Medium Income,Senior,Yes,748.82,Experienced Employee,Low Risk
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,Early Career,Medium Income,Mid-Level,No,1475.5,Experienced Employee,Low Risk
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,Senior Professional,High Income,Expert,No,715.96,New Employee,Low Risk
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,Young Professional,Low Income,Junior,No,518.25,New Employee,Low Risk
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,Mid Career,Medium Income,Mid-Level,No,618.0,Established Employee,Medium Risk
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,Mid Career,High Income,Expert,No,817.21,New Employee,Low Risk
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,Early Career,Low Income,Mid-Level,Yes,340.7,Experienced Employee,Medium Risk
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,Early Career,Medium Income,Mid-Level,Yes,632.88,Experienced Employee,Medium Risk
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,Mid Career,Low Income,Junior,No,927.8,Established Employee,Low Risk
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,Mid Career,Low Income,Mid-Level,No,609.5,Experienced Employee,Low Risk
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,Early Career,Low Income,Junior,No,2690.0,New Employee,Low Risk
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,Senior Professional,High Income,Expert,No,650.63,Veteran Employee,Medium Risk
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Early Career,Low Income,Junior,No,2408.0,New Employee,Medium Risk
22,No,Non-Travel,457,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,Young Professional,Low Income,Junior,No,703.5,Established Employee,Medium Risk
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Senior Professional,High Income,Expert,Yes,351.41,Veteran Employee,Medium Risk
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,Early Career,Low Income,Mid-Level,No,552.0,Established Employee,Low Risk
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,Mid Career,High Income,Expert,No,828.22,Veteran Employee,Medium Risk
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,Early Career,Low Income,Mid-Level,No,356.83,Experienced Employee,Medium Risk
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Mid Career,Medium Income,Mid-Level,No,576.9,Experienced Employee,Medium Risk
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,Mid Career,Low Income,Mid-Level,No,438.5,Experienced Employee,Low Risk
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,Early Career,Medium Income,Mid-Level,No,533.2,Established Employee,Low Risk
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Mid Career,Low Income,Mid-Level,No,666.14,Established Employee,Low Risk
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,Early Career,Low Income,Mid-Level,Yes,524.89,Experienced Employee,Low Risk
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,Senior Professional,Low Income,Mid-Level,No,321.1,Experienced Employee,Medium Risk
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,Mid Career,Medium Income,Mid-Level,Yes,537.7,Experienced Employee,Medium Risk
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,Early Career,Low Income,Mid-Level,No,580.86,Experienced Employee,Low Risk
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,Early Career,Medium Income,Senior,No,325.5,Veteran Employee,Low Risk
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,Early Career,Low Income,Mid-Level,No,812.83,Established Employee,Medium Risk
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,Young Professional,Low Income,Junior,No,1039.0,New Employee,Low Risk
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Young Professional,Low Income,Junior,No,1569.0,New Employee,Low Risk
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,Senior Professional,High Income,Expert,No,728.07,Established Employee,Low Risk
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,Mid Career,Low Income,Senior,No,279.0,Experienced Employee,Low Risk
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,Mid Career,High Income,Senior,Yes,579.72,Veteran Employee,Low Risk
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,Early Career,Low Income,Senior,No,276.53,Veteran Employee,Low Risk
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,Mid Career,Medium Income,Mid-Level,No,640.89,Established Employee,Low Risk
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,Mid Career,Medium Income,Mid-Level,No,504.2,Experienced Employee,Low Risk
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,Mid Career,Medium Income,Mid-Level,No,577.0,Experienced Employee,Low Risk
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,Mid Career,Medium Income,Mid-Level,No,775.6,Established Employee,Low Risk
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,Early Career,High Income,Senior,Yes,687.07,Veteran Employee,Medium Risk
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,Mid Career,Low Income,Mid-Level,Yes,492.0,Experienced Employee,Medium Risk
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Mid Career,Medium Income,Senior,No,441.39,Established Employee,Medium Risk
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Mid Career,Medium Income,Senior,No,410.21,Experienced Employee,Low Risk
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,Senior Professional,High Income,Expert,No,660.96,New Employee,Low Risk
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,Early Career,Medium Income,Mid-Level,No,777.14,New Employee,Medium Risk
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Young Professional,Low Income,Mid-Level,No,626.67,Experienced Employee,Low Risk
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,Early Career,Low Income,Junior,No,703.4,Established Employee,Low Risk
